gender,study_hours_per_day,attendance_percentage,assignment_score,midterm_score,final_exam_score,participation_score,internet_access,extra_classes,parent_education,sleep_hours,grade
Male,9.86,43.71,85.03,54.79,54.19,81.01,No,No,High School,7.27,C
Female,7.93,84.33,44.8,66.77,83.94,19.46,No,Yes,Bachelor,7.4,C
Female,9.69,85.0,83.53,28.07,32.09,62.31,Yes,No,Bachelor,4.36,D
Female,5.63,79.06,70.74,74.09,68.91,14.18,No,No,PhD,7.25,C
Female,5.26,83.93,37.67,80.7,32.25,24.06,No,No,PhD,4.17,D
Male,7.8,45.28,65.12,89.5,51.48,63.9,Yes,Yes,High School,8.52,C
Female,8.92,83.61,95.18,32.71,36.74,37.68,No,Yes,Bachelor,7.89,D
Female,9.68,48.2,65.45,25.01,93.81,33.62,No,No,High School,7.62,C
Male,3.92,60.37,85.21,30.49,73.98,96.03,Yes,No,Bachelor,5.2,C
Male,8.19,96.56,32.02,94.31,76.8,42.93,Yes,No,Bachelor,8.94,B
Male,2.9,70.17,80.97,82.42,89.58,60.83,Yes,No,Master,8.62,B
Female,5.91,98.05,96.28,87.66,81.31,58.08,No,Yes,Master,6.45,A
Male,2.62,45.34,64.97,63.78,38.69,15.58,No,No,High School,4.17,D
Female,4.13,68.65,53.64,64.5,73.23,70.68,Yes,No,Master,6.56,C
Female,9.38,43.74,75.27,47.39,98.47,56.16,Yes,No,PhD,4.77,B
Female,2.31,77.81,94.14,88.21,44.99,44.33,No,No,Master,6.96,C
Male,6.69,44.72,42.37,87.23,73.38,15.94,No,No,Master,8.93,C
Female,6.34,50.52,58.26,54.41,69.45,36.37,No,Yes,High School,7.78,C
Male,2.09,55.53,40.94,49.7,57.42,89.57,Yes,No,PhD,5.61,C
Male,3.93,84.92,64.77,80.38,96.82,25.63,No,Yes,High School,5.97,B
Male,6.07,49.84,67.83,26.96,54.95,29.74,No,No,Bachelor,8.72,D
Female,2.68,90.8,96.09,89.5,36.56,28.48,Yes,Yes,Master,4.55,C
Female,8.21,47.91,58.88,58.47,97.38,90.17,No,No,PhD,8.45,B
Female,9.75,42.11,69.69,58.1,81.05,73.0,Yes,Yes,Bachelor,4.37,C
Male,2.93,63.7,91.97,75.18,53.97,89.37,No,Yes,PhD,6.07,B
Female,2.68,98.77,52.5,73.43,49.64,92.24,No,No,Bachelor,7.73,C
Female,5.09,46.62,77.19,44.95,94.96,93.52,No,Yes,Bachelor,5.98,B
Female,7.73,46.1,83.0,95.75,49.15,53.71,No,No,High School,6.86,C
Female,3.53,85.07,53.14,98.97,67.6,52.86,No,Yes,High School,6.45,B
Female,1.18,58.73,41.5,64.45,45.05,84.6,No,No,Master,7.02,D
Male,5.87,83.04,65.2,67.1,99.67,39.87,Yes,Yes,Bachelor,4.85,B
Male,9.61,52.0,54.98,66.57,83.87,12.0,Yes,No,PhD,6.89,C
Male,4.52,67.6,48.65,61.43,69.73,39.84,No,Yes,Bachelor,8.94,C
Male,4.78,55.92,98.14,95.89,82.21,74.47,Yes,No,High School,4.97,A
Female,9.72,67.09,65.15,43.36,94.15,21.13,No,No,PhD,4.33,C
Male,7.25,86.15,89.95,33.1,97.42,80.63,Yes,Yes,PhD,5.96,B
Female,7.47,85.72,43.67,94.72,85.02,83.39,Yes,Yes,Master,5.87,B
Male,6.06,70.95,95.76,40.98,89.43,19.08,Yes,Yes,Bachelor,4.63,C
Male,9.77,95.7,85.61,81.19,57.85,18.81,Yes,No,Master,6.86,C
Male,7.2,55.83,86.61,40.29,57.43,27.89,Yes,No,Master,6.19,C
Female,9.06,54.42,57.28,97.01,86.58,42.08,Yes,No,Bachelor,8.18,B
Female,7.29,76.83,63.99,84.33,83.17,57.95,Yes,Yes,High School,6.11,B
Male,7.62,77.28,71.53,93.9,93.07,53.7,Yes,No,High School,8.93,B
Female,3.61,42.79,85.28,96.32,39.31,86.79,No,No,PhD,7.9,C
Male,3.73,76.47,89.43,31.33,78.36,22.8,Yes,No,High School,6.44,C
Male,8.05,62.47,35.46,57.5,75.34,72.78,Yes,No,Master,6.76,C
Male,3.67,84.85,93.28,73.61,85.9,59.4,No,No,High School,8.33,B
Female,6.06,88.49,95.62,85.18,31.72,76.31,No,No,PhD,7.87,C
Male,3.24,73.13,71.5,43.11,87.84,40.78,No,Yes,High School,7.29,C
Male,8.35,40.1,43.07,93.6,52.85,52.42,Yes,No,Bachelor,5.33,C
Male,1.99,78.18,87.29,41.57,78.1,12.57,No,Yes,Master,6.05,C
Female,8.47,84.93,68.4,89.96,73.16,20.45,Yes,No,Master,7.94,B
Male,6.42,54.94,87.2,63.45,60.81,43.75,No,No,Master,7.14,C
Female,2.68,67.88,87.04,63.66,82.22,53.31,Yes,Yes,PhD,8.78,B
Male,5.88,97.94,36.07,53.05,97.29,17.72,Yes,Yes,Master,8.36,C
Female,3.54,57.89,72.49,32.76,52.64,84.25,No,Yes,PhD,6.14,C
Male,3.91,53.39,63.82,51.03,82.39,95.14,No,Yes,Master,5.47,C
Male,4.16,52.65,96.23,57.01,52.02,63.68,No,Yes,High School,4.62,C
Female,1.57,73.53,50.76,60.93,89.2,14.81,No,No,Bachelor,6.04,C
Female,9.87,96.99,44.42,80.43,60.61,76.49,Yes,No,Master,5.13,C
Male,1.28,76.52,92.8,51.41,61.45,29.54,No,No,High School,4.08,C
Female,6.96,58.2,40.41,55.49,84.03,76.03,Yes,No,High School,4.69,C
Male,4.34,78.31,78.06,92.96,64.73,49.09,No,Yes,Bachelor,6.27,B
Male,6.81,77.49,51.0,81.44,48.67,14.81,Yes,No,High School,8.46,C
Male,4.21,75.82,69.75,26.71,99.69,35.09,No,No,PhD,5.6,C
Female,7.06,49.57,73.14,85.91,73.42,48.43,Yes,Yes,Master,6.21,B
Male,7.56,78.07,59.22,99.25,75.16,76.26,No,No,High School,5.92,B
Female,7.21,65.81,98.25,95.48,75.26,21.98,No,No,Master,5.84,B
Male,2.03,41.12,39.23,87.7,91.84,35.83,No,Yes,Bachelor,7.61,C
Female,6.91,72.39,57.4,72.19,42.87,17.52,Yes,Yes,Bachelor,6.53,D
Female,3.52,99.36,60.13,45.86,34.14,65.42,Yes,Yes,Bachelor,6.04,D
Male,1.26,60.98,74.17,74.08,57.07,52.68,No,Yes,High School,8.72,C
Female,4.73,97.93,58.51,77.17,69.54,93.61,No,No,High School,5.38,B
Male,4.9,45.77,36.79,46.12,50.0,76.65,No,Yes,High School,8.16,D
Male,5.2,83.95,96.32,44.15,78.24,80.01,Yes,Yes,PhD,6.58,B
Male,7.34,46.86,59.13,54.77,35.17,24.8,No,Yes,High School,6.21,D
Male,3.78,56.41,53.99,73.09,85.35,34.0,No,No,Bachelor,4.31,C
Male,3.84,74.25,61.27,46.98,80.27,56.18,Yes,Yes,PhD,8.29,C
Female,1.54,75.57,45.16,66.67,44.98,11.21,No,Yes,Bachelor,5.35,D
Male,7.18,86.51,37.02,92.44,50.89,88.31,Yes,Yes,Bachelor,7.4,C
Female,6.11,76.92,40.4,47.13,86.49,80.0,No,Yes,PhD,8.37,C
Female,4.14,75.62,41.67,97.45,84.13,15.21,No,No,Master,6.68,B
Male,7.35,94.74,43.84,60.5,86.96,86.41,No,No,Master,7.2,B
Female,5.84,67.13,59.4,32.57,52.56,10.4,Yes,No,Master,5.7,D
Male,5.22,53.52,73.67,29.13,97.87,20.28,No,Yes,PhD,7.63,C
Female,5.6,49.71,74.02,50.4,80.07,14.98,No,Yes,High School,7.28,C
Female,6.73,64.0,30.01,44.41,34.56,53.12,Yes,Yes,Master,6.22,D
Female,6.94,82.77,94.47,88.28,63.44,80.56,Yes,No,Bachelor,7.17,B
Male,3.6,42.55,87.6,80.32,76.52,26.07,Yes,Yes,High School,5.31,B
Female,2.27,47.74,97.48,91.34,41.81,79.43,No,Yes,PhD,7.29,C
Male,2.41,46.37,55.2,69.19,93.12,26.64,No,No,High School,7.36,C
Female,6.75,75.12,76.54,57.66,82.79,99.15,No,Yes,Master,6.22,B
Female,8.86,54.57,41.76,45.29,35.7,86.81,Yes,No,High School,5.25,D
Female,4.69,49.98,87.19,68.73,93.92,76.35,Yes,Yes,PhD,8.02,B
Female,2.53,75.57,41.3,71.35,58.31,63.25,No,No,PhD,7.77,C
Male,7.81,85.68,52.82,54.47,61.67,31.83,Yes,Yes,High School,4.29,C
Male,8.49,59.93,64.36,95.24,84.82,20.73,Yes,No,Master,6.47,B
Female,8.93,74.69,71.62,73.0,75.08,51.43,Yes,No,PhD,4.46,B
Female,6.46,45.89,69.17,87.81,60.63,46.24,No,No,Bachelor,5.6,C
Male,8.75,96.11,37.15,71.53,48.17,70.7,Yes,Yes,Bachelor,6.11,C
Male,1.14,60.21,59.52,48.74,66.18,25.31,No,No,Bachelor,4.88,C
Male,1.97,99.85,94.6,80.25,70.54,60.59,No,No,Master,6.34,B
Male,1.83,98.72,91.07,42.27,74.17,72.4,No,Yes,High School,7.53,B
Female,7.41,86.73,71.35,69.75,72.35,36.91,Yes,No,PhD,6.18,C
Female,1.63,41.2,70.06,55.18,73.21,80.2,Yes,No,Master,5.17,C
Male,5.47,72.61,37.82,36.24,63.3,48.87,No,No,High School,6.07,D
Male,5.25,45.21,44.02,55.99,69.33,24.64,No,Yes,PhD,6.96,D
Male,3.8,93.71,47.68,48.27,50.2,27.53,Yes,No,PhD,8.68,D
Male,8.83,87.38,64.17,33.42,41.09,35.1,No,Yes,Bachelor,6.5,D
Male,2.53,98.34,81.19,86.79,72.49,24.23,Yes,Yes,Bachelor,8.44,B
Male,4.17,76.5,62.25,62.39,33.29,60.66,Yes,No,Master,8.92,D
Female,7.97,71.33,38.82,50.98,34.56,95.42,Yes,Yes,PhD,6.8,D
Female,1.27,71.14,60.75,62.87,47.31,90.65,Yes,Yes,PhD,4.74,C
Female,7.06,63.19,41.38,81.59,43.6,39.14,Yes,Yes,Bachelor,8.38,D
Male,8.35,68.12,82.58,26.37,56.19,87.82,No,Yes,PhD,8.31,C
Male,9.39,78.12,41.66,66.01,55.99,95.86,No,No,PhD,8.34,C
Male,8.89,95.98,63.78,60.94,38.18,36.48,No,Yes,Master,8.75,D
Female,3.87,75.75,78.54,91.98,47.26,91.48,Yes,No,Bachelor,5.38,B
Male,6.28,91.43,45.97,66.7,30.32,99.77,No,No,Bachelor,5.67,C
Male,1.7,91.77,35.32,35.3,54.57,81.79,No,Yes,Bachelor,7.44,D
Female,3.32,71.13,69.43,54.15,85.75,45.12,Yes,Yes,PhD,6.82,C
Male,1.85,60.85,33.79,71.58,48.63,64.77,No,No,Master,8.34,D
Female,3.84,78.37,71.14,28.45,75.03,42.78,Yes,No,PhD,5.27,C
Female,8.88,66.75,82.74,91.35,36.88,99.64,Yes,Yes,Bachelor,7.29,C
Male,4.12,44.89,53.05,30.08,30.86,16.11,Yes,No,PhD,8.7,F
Female,6.06,62.67,64.18,27.29,64.89,90.38,Yes,Yes,Master,5.08,C
Male,4.9,99.64,95.01,25.15,62.3,16.71,Yes,No,Master,5.53,C
Female,5.13,42.91,62.98,76.28,43.41,13.8,No,Yes,High School,6.04,D
Male,9.73,81.8,99.76,59.19,50.06,94.59,No,Yes,Bachelor,4.44,C
Female,3.67,90.47,40.99,32.71,32.15,88.06,Yes,No,PhD,4.88,D
Male,6.65,78.92,79.63,89.22,85.85,42.54,Yes,No,High School,5.91,B
Female,4.78,74.18,75.68,40.2,51.09,96.18,Yes,Yes,High School,4.37,C
Female,1.55,82.45,91.06,49.47,45.36,87.57,No,Yes,Master,5.81,C
Female,5.4,65.76,36.47,38.33,86.33,91.18,Yes,No,Bachelor,5.22,C
Male,8.32,45.48,49.61,94.51,32.75,63.56,Yes,No,High School,8.32,C
Male,1.89,97.74,39.25,81.86,49.92,96.25,Yes,No,Bachelor,7.04,C
Female,1.63,65.94,95.32,79.3,48.39,82.86,Yes,No,Bachelor,8.49,B
Male,2.38,79.92,59.86,28.3,48.41,94.6,Yes,Yes,Master,5.01,D
Female,7.88,71.88,93.7,64.2,30.8,35.34,No,Yes,Master,4.41,C
Male,7.52,43.28,50.61,68.16,95.43,57.89,No,Yes,High School,5.77,B
Female,6.09,97.16,38.85,53.69,90.49,88.09,No,No,High School,4.28,B
Male,5.21,87.55,50.76,49.13,59.01,62.18,No,Yes,Master,8.42,C
Female,8.99,48.95,71.8,88.9,61.18,82.1,Yes,No,PhD,4.94,B
Female,7.9,98.9,89.17,26.73,66.69,97.58,No,No,PhD,4.71,C
Female,8.31,84.21,56.98,71.9,63.48,82.41,No,No,High School,7.94,C
Female,8.32,68.34,94.04,54.57,84.54,38.38,Yes,No,PhD,7.56,B
Male,6.78,76.68,47.1,74.95,64.19,20.68,Yes,Yes,High School,4.28,C
Female,5.12,46.4,78.55,39.84,43.22,34.55,Yes,No,Bachelor,6.55,D
Male,8.78,73.62,81.5,42.9,38.19,69.65,No,Yes,High School,6.24,D
Male,9.33,44.42,49.18,69.01,94.28,10.98,No,No,PhD,5.93,C
Female,1.21,72.69,31.89,98.5,33.39,27.07,Yes,No,High School,4.63,D
Male,1.46,73.16,55.57,98.1,92.83,39.42,No,Yes,PhD,7.94,B
Male,9.63,92.47,33.16,43.67,78.33,88.77,No,Yes,High School,5.2,C
Male,3.49,83.5,93.05,32.68,58.33,14.59,Yes,Yes,Master,6.29,C
Female,8.86,54.97,96.75,69.28,43.1,14.49,Yes,Yes,Bachelor,8.41,C
Male,4.5,93.31,81.48,56.5,51.73,59.66,Yes,No,High School,5.59,C
Male,2.07,74.39,80.87,82.13,67.09,26.0,Yes,No,Master,4.18,B
Female,1.72,76.38,46.86,64.6,75.98,31.8,Yes,Yes,Bachelor,8.45,C
Female,2.41,50.14,35.17,63.29,78.4,26.58,No,No,PhD,6.47,C
Male,3.25,91.47,86.15,73.48,61.31,62.34,No,Yes,Master,6.49,B
Female,5.4,95.86,69.14,34.48,56.18,15.0,No,Yes,Master,6.76,D
Male,7.31,86.5,77.71,75.79,83.78,94.6,No,No,Bachelor,4.9,B
Male,9.88,96.45,84.57,61.64,94.78,21.08,No,No,Bachelor,7.57,B
Male,4.97,58.14,58.66,86.51,94.01,95.64,Yes,No,Master,5.16,B
Female,5.66,91.67,40.12,35.4,68.61,80.03,No,No,Master,5.51,C
Male,5.7,69.33,85.65,47.56,35.53,84.52,No,No,High School,7.16,C
Female,5.85,49.84,61.76,96.27,35.13,25.55,No,Yes,PhD,7.75,C
Female,5.66,80.13,87.88,66.48,58.19,70.27,Yes,No,Master,7.65,C
Male,1.08,81.05,60.64,94.7,81.3,83.54,No,Yes,Bachelor,4.42,B
Female,1.02,57.22,45.19,76.68,64.81,60.22,No,No,Bachelor,7.77,C
Female,1.88,41.65,41.97,94.48,73.92,59.6,No,No,Bachelor,7.31,C
Female,1.91,51.99,82.07,48.84,89.03,24.35,No,No,PhD,7.03,C
Female,7.34,63.99,70.24,31.79,32.82,47.28,No,Yes,Bachelor,8.83,D
Female,2.84,50.05,58.32,85.17,94.67,23.55,No,Yes,Master,5.73,B
Male,9.05,51.64,64.45,85.34,53.16,97.56,Yes,Yes,Master,7.42,C
Female,9.36,63.48,68.47,71.41,33.28,71.64,Yes,Yes,PhD,6.87,C
Male,9.78,97.71,46.76,68.47,88.48,14.36,Yes,Yes,PhD,5.94,C
Male,9.45,85.85,56.47,93.62,95.39,52.91,No,Yes,PhD,7.94,B
Male,3.45,59.18,50.47,38.24,83.8,67.42,Yes,No,Bachelor,6.02,C
Male,5.59,97.1,57.19,71.24,86.32,18.61,Yes,No,Bachelor,6.79,B
Male,2.58,78.74,65.04,28.73,90.99,69.85,No,No,Bachelor,6.8,C
Male,8.26,67.33,42.14,35.56,66.57,25.96,Yes,No,High School,6.56,D
Female,9.0,68.1,57.55,57.8,77.63,46.71,Yes,No,Master,6.29,C
Female,8.66,64.64,56.98,86.59,50.05,66.3,No,Yes,Bachelor,4.84,C
Female,4.9,53.98,50.02,79.98,47.48,42.85,No,Yes,Master,5.2,C
Male,7.83,63.2,99.89,98.05,72.63,44.28,Yes,No,High School,4.62,B
Female,1.88,71.67,35.15,28.36,81.42,85.93,Yes,Yes,Master,7.62,C
Female,1.36,71.68,75.01,53.6,57.8,37.83,No,Yes,High School,7.72,C
Female,7.78,85.7,42.21,36.91,58.02,68.97,No,Yes,Master,7.19,D
Male,4.83,61.53,88.77,27.77,96.8,86.42,Yes,Yes,High School,8.59,B
Female,9.96,83.01,93.99,44.83,66.29,23.74,Yes,No,Master,5.32,C
Male,1.88,74.69,58.1,43.34,99.04,14.13,No,No,High School,8.11,C
Female,8.7,97.71,87.64,56.5,90.4,84.3,Yes,Yes,Bachelor,4.93,B
Male,5.32,63.12,47.49,35.51,74.78,59.6,No,No,Bachelor,4.34,C
Male,8.44,94.07,39.8,61.64,30.64,84.49,Yes,Yes,PhD,4.0,D
Male,8.35,89.24,52.11,94.01,50.71,29.17,No,No,Master,6.9,C
Female,9.24,78.26,53.92,81.11,59.24,84.94,No,No,High School,7.89,C
Female,3.68,79.27,57.82,88.16,75.7,18.58,No,No,Bachelor,8.11,C
Male,9.55,45.08,56.11,85.35,57.69,89.49,Yes,No,Master,6.35,C
Female,2.37,97.01,58.78,54.22,87.95,84.03,Yes,No,High School,4.29,B
Male,1.74,46.42,79.7,78.17,76.4,61.06,Yes,Yes,High School,4.18,B
Male,4.88,73.79,47.19,81.57,54.3,64.75,No,No,High School,8.59,C
Female,8.45,59.8,31.3,40.42,84.91,41.13,Yes,No,High School,4.46,C
Female,5.26,65.79,64.28,89.52,51.22,28.15,No,Yes,PhD,7.92,C
Female,8.46,76.61,61.38,59.33,34.4,50.99,Yes,No,Master,4.35,D
Male,7.57,94.53,34.2,26.23,42.08,69.17,Yes,No,High School,4.92,D
Male,2.88,67.45,39.37,73.25,30.19,99.86,Yes,Yes,High School,4.81,D
Female,9.54,99.26,65.69,75.76,88.26,83.55,Yes,Yes,Bachelor,5.39,B
Male,1.55,75.57,46.43,66.38,73.9,49.09,No,Yes,High School,6.03,C
Female,9.08,49.63,91.43,40.93,69.94,76.89,No,Yes,High School,4.62,C
Male,3.74,51.4,42.13,61.17,76.34,19.72,No,Yes,PhD,8.87,C
Female,5.5,82.97,31.41,55.01,75.75,47.35,Yes,Yes,High School,4.01,C
Female,4.8,43.02,61.33,98.1,69.58,48.24,No,Yes,High School,7.86,B
Male,2.55,68.82,99.03,86.85,88.97,99.89,Yes,Yes,Master,6.63,A
Female,4.22,48.89,74.37,82.14,60.87,45.19,Yes,No,Master,4.43,C
Female,2.74,65.99,54.78,38.58,86.34,17.5,No,Yes,Master,4.6,C
Male,2.83,85.0,31.18,49.83,85.06,16.05,No,No,Bachelor,6.95,C
Female,2.68,67.53,63.95,53.48,43.97,72.85,No,Yes,High School,5.58,C
Male,5.4,49.81,44.45,61.95,61.76,36.02,No,No,Master,6.25,D
Female,8.18,55.12,75.34,27.27,88.45,88.2,Yes,No,Master,6.75,C
Male,6.12,62.05,70.81,69.48,88.16,53.47,No,No,Bachelor,6.87,B
Female,9.04,44.17,48.56,51.84,31.68,39.73,Yes,No,Bachelor,6.91,D
Female,6.73,75.06,34.82,67.13,45.61,78.32,Yes,No,High School,4.35,C
Female,7.2,76.45,82.85,25.67,59.67,47.58,Yes,No,High School,7.7,C
Female,7.01,43.73,70.98,49.11,33.3,76.36,Yes,Yes,High School,5.47,D
Male,5.05,64.14,88.95,82.65,48.24,74.27,Yes,Yes,Master,4.57,C
Male,7.2,64.84,48.19,62.58,48.08,75.09,No,Yes,PhD,4.51,C
Male,1.63,60.03,75.7,84.17,45.02,87.14,Yes,No,PhD,5.19,C
Male,8.74,73.46,38.31,77.42,57.77,86.36,No,Yes,Bachelor,7.14,C
Male,8.0,60.76,50.43,89.12,86.91,69.81,No,Yes,Master,6.36,B
Male,3.21,64.98,75.96,25.56,47.09,96.13,Yes,Yes,High School,4.54,D
Male,7.91,87.85,87.79,44.6,70.74,11.87,No,Yes,Master,4.16,C
Female,1.11,49.73,52.46,66.16,69.03,93.74,No,No,Bachelor,4.12,C
Female,2.96,77.15,85.92,95.58,87.25,23.34,Yes,No,Master,6.11,B
Female,1.59,70.34,77.44,75.98,57.58,29.05,No,No,High School,7.94,C
Female,8.02,58.3,54.41,59.24,45.65,83.57,Yes,No,High School,6.87,C
Male,7.8,83.65,91.35,34.76,92.41,46.04,No,Yes,High School,8.05,B
Male,8.32,73.07,65.65,61.99,88.31,48.28,No,Yes,High School,5.6,B
Male,1.04,68.64,75.38,58.08,73.51,33.51,No,No,Bachelor,4.7,C
Female,5.51,80.06,64.69,83.38,36.53,30.2,No,No,Bachelor,8.02,C
Male,7.34,88.14,61.69,56.0,31.13,19.56,Yes,Yes,PhD,7.64,D
Female,2.4,98.36,89.36,48.91,42.78,27.71,No,Yes,High School,6.95,C
Male,6.85,77.76,50.63,31.73,43.76,61.01,No,Yes,Bachelor,8.44,D
Male,1.76,92.47,32.56,28.49,39.54,73.59,Yes,Yes,PhD,7.15,D
Male,2.63,40.07,91.58,57.94,48.35,76.5,Yes,No,High School,6.63,C
Male,5.28,71.81,87.75,51.01,53.65,43.31,No,Yes,PhD,6.51,C
Female,6.88,52.88,55.66,66.65,82.81,92.98,No,No,Master,7.09,B
Female,2.31,45.65,42.98,78.39,79.67,39.59,Yes,No,Master,6.58,C
Male,2.67,71.92,77.29,28.0,37.31,20.0,Yes,Yes,Master,5.36,D
Female,2.84,84.81,35.51,62.22,98.4,95.07,Yes,Yes,PhD,8.77,B
Male,3.15,64.74,59.66,89.65,82.65,58.66,Yes,No,Bachelor,8.79,B
Male,3.04,80.21,36.01,59.14,41.44,97.42,No,Yes,High School,4.83,D
Male,4.56,69.38,71.85,64.09,38.71,45.43,Yes,No,Master,6.65,C
Male,6.88,66.23,31.9,61.51,36.13,78.17,Yes,No,Bachelor,7.95,D
Female,4.94,57.42,74.05,54.23,81.23,19.89,No,Yes,Bachelor,4.27,C
Male,7.98,62.96,77.12,33.26,46.54,86.87,Yes,No,Bachelor,4.62,C
Male,7.47,60.99,64.1,34.48,35.11,25.36,Yes,Yes,PhD,6.72,D
Female,2.14,78.77,42.25,38.43,59.53,16.18,No,Yes,Bachelor,4.14,D
Male,1.44,46.96,37.1,84.44,79.61,18.8,Yes,Yes,High School,8.16,C
Female,8.9,45.56,51.93,45.65,51.32,60.16,Yes,Yes,Bachelor,8.37,D
Male,1.72,79.6,62.56,96.11,63.79,36.27,Yes,Yes,Bachelor,7.68,B
Male,2.34,72.78,74.95,85.76,43.49,96.49,Yes,No,High School,8.11,C
Male,1.2,65.81,30.09,76.34,60.04,86.74,No,Yes,High School,7.36,C
Male,6.66,49.15,79.77,79.03,55.13,82.3,Yes,No,Master,4.71,C
Male,6.24,64.66,79.89,28.57,60.37,82.87,Yes,No,PhD,4.15,C
Male,9.88,87.38,61.12,67.63,62.6,90.16,Yes,No,High School,8.24,C
Female,8.98,93.38,54.04,95.58,36.46,87.87,No,No,Bachelor,7.54,C
Male,4.7,82.15,88.96,27.93,36.54,93.54,No,No,Master,5.99,C
Female,4.34,43.59,84.92,46.83,48.24,94.09,Yes,No,High School,7.98,C
Female,3.67,80.22,98.83,28.86,38.1,36.85,No,Yes,High School,4.27,D
Male,2.37,54.46,56.04,67.73,47.69,29.76,No,No,Master,5.6,D
Female,2.24,58.92,93.48,33.72,31.72,67.88,Yes,No,PhD,5.71,D
Male,2.19,51.75,36.12,60.94,54.55,21.1,Yes,Yes,High School,4.52,D
Female,2.03,86.55,58.8,79.0,44.94,29.0,No,No,Master,7.71,C
Male,3.16,78.92,62.58,37.33,92.45,79.57,Yes,Yes,Bachelor,7.89,B
Female,3.76,76.71,60.86,81.65,90.07,68.44,Yes,No,High School,6.92,B
Female,9.65,80.08,73.76,29.52,51.03,68.58,No,No,Bachelor,6.09,D
Male,6.21,54.21,41.91,36.22,63.28,95.56,Yes,No,Master,7.04,D
Female,9.89,66.68,90.65,46.01,96.91,70.09,Yes,Yes,PhD,8.49,B
Male,4.35,78.0,68.62,84.71,66.69,48.77,No,Yes,High School,5.79,B
Male,5.12,78.2,93.29,88.76,89.39,35.23,No,No,PhD,5.67,B
Male,3.92,87.51,30.18,41.53,87.85,40.47,No,No,High School,7.11,C
Male,2.65,57.23,74.1,32.18,95.89,35.0,No,Yes,PhD,7.42,C
Male,2.29,86.22,58.87,88.6,51.4,13.15,No,Yes,Bachelor,6.29,C
Female,9.51,66.41,65.36,73.7,33.04,33.54,Yes,No,Master,8.3,D
Female,9.88,80.21,82.07,36.84,37.28,85.18,No,No,PhD,5.76,C
Female,1.4,67.34,45.9,66.83,69.99,75.54,No,Yes,High School,7.2,C
Male,2.35,96.92,44.34,90.43,67.12,65.97,Yes,No,PhD,7.34,B
Female,4.81,50.76,79.21,30.21,50.89,91.2,No,No,Bachelor,5.47,C
Female,2.68,80.5,66.5,31.28,47.41,33.77,No,Yes,Bachelor,4.09,D
Female,4.27,74.59,46.35,45.52,79.66,61.99,No,Yes,High School,8.13,C
Female,2.16,50.36,63.88,73.92,53.84,12.82,Yes,No,High School,6.41,C
Female,5.11,43.96,62.17,38.35,72.28,90.28,No,Yes,PhD,4.48,C
Male,3.45,87.95,78.4,86.23,79.86,50.3,No,No,Master,8.79,B
Male,4.17,49.45,30.19,81.28,60.13,26.01,Yes,Yes,PhD,5.48,D
Female,1.85,51.19,71.07,67.08,43.54,31.54,Yes,No,High School,6.37,D
Male,4.85,98.71,72.4,33.71,90.25,86.34,No,No,Master,6.42,B
Male,9.85,83.04,82.19,99.12,36.55,19.79,No,Yes,Master,5.85,C
Female,3.96,55.03,92.25,61.75,88.06,93.27,Yes,No,Master,4.76,B
Female,8.89,75.46,60.81,58.91,88.57,43.61,No,Yes,Master,7.52,C
Male,8.59,72.05,53.98,99.67,69.97,32.6,No,No,High School,4.98,B
Female,9.57,90.67,37.16,89.79,74.06,39.87,No,Yes,High School,7.41,C
Male,8.11,83.76,53.58,59.23,55.06,46.81,No,Yes,Master,8.01,C
Male,6.94,89.9,34.79,56.41,88.91,59.33,Yes,Yes,Master,4.12,C
Female,8.71,52.69,86.2,32.19,48.46,62.81,Yes,Yes,High School,7.66,D
Male,1.68,78.41,86.49,94.49,69.18,50.3,Yes,Yes,Master,7.19,B
Male,5.17,42.41,59.21,88.28,30.13,50.17,Yes,Yes,High School,4.98,D
Male,9.9,44.14,48.17,48.25,95.79,35.68,No,Yes,High School,7.1,C
Female,7.93,82.81,38.26,81.5,96.38,44.54,No,Yes,High School,6.1,B
Female,9.66,41.47,89.59,82.2,79.73,52.04,No,Yes,Bachelor,4.42,B
Female,8.02,74.79,91.42,42.09,59.63,63.78,Yes,Yes,PhD,6.62,C
Female,8.87,90.42,48.64,71.02,42.5,21.76,Yes,Yes,PhD,8.87,D
Male,7.36,62.8,73.52,44.13,64.47,78.76,No,Yes,High School,7.24,C
Female,7.84,42.69,48.11,84.24,85.4,71.25,Yes,Yes,PhD,5.65,B
Female,5.71,82.83,45.76,36.54,72.37,36.89,Yes,Yes,Master,6.82,C
Female,9.32,95.78,31.48,75.17,66.92,51.34,No,No,Bachelor,7.69,C
Female,8.43,83.03,70.4,49.45,89.46,95.22,No,No,Master,4.78,B
Male,8.59,74.71,40.5,27.71,51.92,11.84,No,No,PhD,6.64,D
Male,7.06,53.8,30.87,34.28,90.2,83.02,No,No,High School,6.53,C
Male,3.74,40.92,37.34,74.12,60.76,56.06,Yes,Yes,Bachelor,5.88,C
Female,1.32,81.68,51.96,42.99,30.17,65.69,Yes,No,PhD,7.74,D
Female,9.42,53.86,76.84,72.33,81.24,71.61,No,No,PhD,6.83,B
Male,6.28,91.49,44.18,56.11,91.45,51.04,No,Yes,PhD,7.49,C
Female,3.68,67.98,92.13,76.95,63.91,27.27,No,Yes,Bachelor,6.98,C
